1.38076,0.00275,485.9845
1.38076,0.00322,486.8021
1.38076,0.00377,487.7664
1.38076,0.00442,488.9064
1.38076,0.00519,490.2536
1.38076,0.00608,491.8489
1.38076,0.00712,493.7420
1.38076,0.00835,495.9922
1.38076,0.00979,498.6732
1.38076,0.01147,501.8753
1.38076,0.01345,505.7105
1.38076,0.01576,510.3205
1.38076,0.01847,515.8817
1.38076,0.02165,522.6182
1.38076,0.02538,530.8198
1.38076,0.02975,540.8511
1.38076,0.03487,553.1942
1.38076,0.04087,568.4758
1.38076,0.04790,587.5301
1.38076,0.05614,611.4636
1.38076,0.06581,641.7683
1.38076,0.07713,680.4689
1.38076,0.09041,730.3487
1.38076,0.10597,795.2685
1.38076,0.12420,880.6483
1.38076,0.14558,994.1951
1.38076,0.17063,1147.0226
1.38076,0.20000,1355.4167
1.42125,0.00200,484.7623
1.42125,0.00234,485.3611
1.42125,0.00275,486.0659
1.42125,0.00322,486.8968
1.42125,0.00377,487.8771
1.42125,0.00442,489.0346
1.42125,0.00519,490.4031
1.42125,0.00608,492.0233
1.42125,0.00712,493.9446
1.42125,0.00835,496.2275
1.42125,0.00979,498.9459
1.42125,0.01147,502.1888
1.42125,0.01345,506.0728
1.42125,0.01576,510.7335
1.42125,0.01847,516.3543
1.42125,0.02165,523.1575
1.42125,0.02538,531.4287
1.42125,0.02975,541.5367
1.42125,0.03487,553.9583
1.42125,0.04087,569.3178
1.42125,0.04790,588.4413
1.42125,0.05614,612.4187
1.42125,0.06581,642.7406
1.42125,0.07713,681.4052
1.42125,0.09041,731.1623
1.42125,0.10597,795.8250
1.42125,0.12420,880.7436
1.42125,0.14558,993.5226
1.42125,0.17063,1145.1258
1.42125,0.20000,1351.6187
1.46294,0.00200,483.9829
1.46294,0.00234,484.4471
1.46294,0.00275,484.9944
1.46294,0.00322,485.6401
1.46294,0.00377,486.4046
1.46294,0.00442,487.3077
1.46294,0.00519,488.3769
1.46294,0.00608,489.6456
1.46294,0.00712,491.1539
1.46294,0.00835,492.9515
1.46294,0.00979,495.0981
1.46294,0.01147,497.6708
1.46294,0.01345,500.7634
1.46294,0.01576,504.4951
1.46294,0.01847,509.0166
1.46294,0.02165,514.5205
1.46294,0.02538,521.2552
1.46294,0.02975,529.5428
1.46294,0.03487,539.8057
1.46294,0.04087,552.5982
1.46294,0.04790,568.6610
1.46294,0.05614,588.9875
1.46294,0.06581,614.9233
1.46294,0.07713,648.3073
1.46294,0.09041,691.6796
1.46294,0.10597,748.5824
1.46294,0.12420,824.0135
1.46294,0.14558,925.0947
1.46294,0.17063,1062.1998
1.46294,0.20000,1250.5337
1.50584,0.00200,482.5600
1.50584,0.00234,482.7782
1.50584,0.00275,483.0373
1.50584,0.00322,483.3449
1.50584,0.00377,483.7123
1.50584,0.00442,484.1480
1.50584,0.00519,484.6706
1.50584,0.00608,485.2970
1.50584,0.00712,486.0504
1.50584,0.00835,486.9609
1.50584,0.00979,488.0658
1.50584,0.01147,489.4122
1.50584,0.01345,491.0617
1.50584,0.01576,493.0933
1.50584,0.01847,495.6088
1.50584,0.02165,498.7446
1.50584,0.02538,502.6778
1.50584,0.02975,507.6589
1.50584,0.03487,514.0034
1.50584,0.04087,522.1459
1.50584,0.04790,532.6777
1.50584,0.05614,546.4086
1.50584,0.06581,564.4560
1.50584,0.07713,588.3731
1.50584,0.09041,620.3616
1.50584,0.10597,663.4565
1.50584,0.12420,722.0767
1.50584,0.14558,802.5751
1.50584,0.17063,914.2454
1.50584,0.20000,1070.8873
1.55000,0.00200,480.9136
1.55000,0.00234,480.8480
1.55000,0.00275,480.7721
1.55000,0.00322,480.6911
1.55000,0.00377,480.5986
1.55000,0.00442,480.4969
1.55000,0.00519,480.3865
1.55000,0.00608,480.2716
1.55000,0.00712,480.1545
1.55000,0.00835,480.0408
1.55000,0.00979,479.9503
1.55000,0.01147,479.8819
1.55000,0.01345,479.8664
1.55000,0.01576,479.9368
1.55000,0.01847,480.1431
1.55000,0.02165,480.5553
1.55000,0.02538,481.2757
1.55000,0.02975,482.4492
1.55000,0.03487,484.2832
1.55000,0.04087,487.0728
1.55000,0.04790,491.2385
1.55000,0.05614,497.3790
1.55000,0.06581,506.3499
1.55000,0.07713,519.3760
1.55000,0.09041,538.2191
1.55000,0.10597,565.4266
1.55000,0.12420,604.7081
1.55000,0.14558,661.4819
1.55000,0.17063,743.8897
1.55000,0.20000,864.0680
